"model","n_observations","n_starts","best_start","pi_hat","mu_hat","sigma_hat","sigma2_hat","alpha_hat","beta_hat","log_likelihood","iterations","converged"
"normal_beta_mixture",16023,5,3,0.264894500695261,0.042403258218294,0.01448274057257,0.000209749774492366,1.92472419077787,71.8506664852077,42525.7665990477,136,TRUE
