"theta","posterior_density","posterior_mass"
10.6106106106106,3.08974924750244e-15,3.09284208959204e-16
10.7107107107107,3.16003520562566e-15,3.1631984040297e-16
10.8108108108108,3.23208406236306e-15,3.23531938174481e-16
10.9109109109109,3.30594416786337e-15,3.30925342128466e-16
11.011011011011,3.38166531225349e-15,3.38505036261611e-16
11.1111111111111,3.459298771933e-15,3.46276153346647e-16
11.2112112112112,3.53889735746656e-15,3.54243979726383e-16
11.3113113113113,3.6205154631342e-15,3.62413960273694e-16
11.4114114114114,3.70420911819992e-15,3.70791703523517e-16
11.5115115115115,3.7900360399632e-15,3.79382986983304e-16
11.6116116116116,3.87805568865896e-15,3.88193762628526e-16
11.7117117117117,3.96832932427553e-15,3.97230162590144e-16
11.8118118118118,4.06092006536148e-15,4.06498505041189e-16
11.9119119119119,4.15589294989638e-15,4.16005300289929e-16
12.012012012012,4.25331499830301e-15,4.25757257087389e-16
12.1121121121121,4.35325527868083e-15,4.3576128915724e-16
12.2122122122122,4.45578497434524e-15,4.46024521956481e-16
12.3123123123123,4.5609774537593e-15,4.56554299675606e-16
12.4124124124124,4.66890834294892e-15,4.6735819248738e-16
12.5125125125125,4.77965560049515e-15,4.7844400405357e-16
12.6126126126126,4.89329959520251e-15,4.89819779299551e-16
12.7127127127127,5.00992318654487e-15,5.01493812466954e-16
12.8128128128128,5.12961180799514e-15,5.1347465545497e-16
12.9129129129129,5.2524535533497e-15,5.25771126461433e-16
13.013013013013,5.37853926616206e-15,5.38392318935142e-16
13.1131131131131,5.50796263240614e-15,5.51347610851466e-16
13.2132132132132,5.64082027649337e-15,5.64646674323661e-16
13.3133133133133,5.7772118607737e-15,5.78299485562934e-16
13.4134134134134,5.91724018865556e-15,5.92316335200758e-16
13.5135135135135,6.06101131148565e-15,6.06707838987554e-16
13.6136136136136,6.20863463933497e-15,6.2148494888238e-16
13.7137137137137,6.36022305584407e-15,6.36658964548957e-16
13.8138138138138,6.51589303728606e-15,6.52241545273881e-16
13.9139139139139,6.67576477601353e-15,6.68244722323677e-16
14.014014014014,6.83996230846194e-15,6.84680911757953e-16
14.1141141141141,7.00861364788859e-15,7.01562927716577e-16
14.2142142142142,7.18185092203601e-15,7.18903996199802e-16
14.3143143143143,7.35981051591357e-15,7.36717769360719e-16
14.4144144144144,7.54263321990132e-15,7.55018340330464e-16
14.5145145145145,7.73046438338948e-15,7.73820258597547e-16
14.6146146146146,7.92345407417228e-15,7.93138545963192e-16
14.7147147147147,8.12175724382947e-15,8.12988713096044e-16
14.8148148148148,8.32553389933352e-15,8.33386776710064e-16
14.9149149149149,8.5349492811351e-15,8.54349277390902e-16
15.015015015015,8.75017404798754e-15,8.75893298096852e-16
15.1151151151151,8.97138446878252e-15,8.98036483361615e-16
15.2152152152152,9.19876262168252e-15,9.2079705922748e-16
15.3153153153153,9.43249660084577e-15,9.44193853938517e-16
