"alpha0","beta"
22.5301204819277,-0.600803212851406
23.1726907630522,-1.55100401606426
26.3855421686747,-1.81204819277108
27.0281124497992,-0.371084337349397
24.4578313253012,-0.82008032128514
25.5823293172691,-0.224899598393574
21.8875502008032,-0.141365461847389
24.2971887550201,-1.00803212851406
23.6546184738956,0.130120481927711
22.3694779116466,-0.903614457831325
25.5823293172691,0.036144578313253
23.4939759036145,-1.6136546184739
27.1887550200803,-1.03935742971888
22.0481927710843,-1.13333333333333
23.1726907630522,-1.33172690763052
25.9036144578313,-1.37349397590361
23.9759036144578,-1.37349397590361
22.85140562249,-0.914056224899598
23.9759036144578,-1.16465863453815
22.5301204819277,-0.736546184738956
26.5461847389558,-1.37349397590361
23.4939759036145,-1.13333333333333
23.1726907630522,-0.98714859437751
23.1726907630522,-0.893172690763052
23.3333333333333,0.234538152610442
22.85140562249,-1.20642570281125
24.4578313253012,-1.21686746987952
25.7429718875502,-0.266666666666667
26.5461847389558,-1.58232931726908
24.7791164658635,-0.893172690763052
19.7991967871486,-0.736546184738956
22.3694779116466,-1.19598393574297
26.2248995983936,-1.50923694779116
25.7429718875502,-0.54859437751004
25.7429718875502,-0.914056224899598
24.7791164658635,-1.71807228915663
25.421686746988,-1.26907630522088
25.9036144578313,-1.60321285140562
24.136546184739,-0.350200803212851
23.3333333333333,-1.15421686746988
23.0120481927711,-0.694779116465863
25.2610441767068,-0.297991967871486
24.7791164658635,-1.60321285140562
24.4578313253012,-0.809638554216867
25.1004016064257,-0.861847389558233
23.0120481927711,-0.726104417670683
23.4939759036145,0.16144578313253
24.2971887550201,-1.25863453815261
24.4578313253012,-0.872289156626506
22.85140562249,-0.224899598393574
21.2449799196787,-0.569477911646586
24.2971887550201,-1.6136546184739
21.2449799196787,-0.475502008032128
24.6184738955823,-0.308433734939759
22.3694779116466,-0.24578313253012
23.6546184738956,-0.538152610441767
23.8152610441767,-0.506827309236948
22.5301204819277,-0.329317269076305
25.9036144578313,-0.496385542168674
25.1004016064257,-1.13333333333333
21.0843373493976,-1.06024096385542
22.5301204819277,-1.14377510040161
22.85140562249,-0.214457831325301
24.2971887550201,-0.183132530120482
21.2449799196787,-1.22730923694779
22.6907630522088,-0.402409638554217
24.6184738955823,-1.04979919678715
26.2248995983936,-1.1855421686747
24.136546184739,-0.945381526104418
24.7791164658635,-1.32128514056225
23.3333333333333,-0.705220883534136
23.1726907630522,-1.0289156626506
25.421686746988,-1.07068273092369
22.0481927710843,-0.85140562248996
23.3333333333333,-1.35261044176707
25.2610441767068,-1.04979919678715
27.1887550200803,-0.673895582329317
25.2610441767068,0.0674698795180726
24.4578313253012,-1.63453815261044
23.4939759036145,-1.35261044176707
25.5823293172691,-1.03935742971888
25.9036144578313,-0.872289156626506
21.566265060241,-1.54056224899598
23.0120481927711,-0.266666666666667
23.8152610441767,-0.976706827309237
21.0843373493976,-0.767871485943775
25.2610441767068,-1.14377510040161
24.136546184739,-1.55100401606426
24.7791164658635,-0.997590361445783
25.7429718875502,-0.788755020080321
25.2610441767068,-0.120481927710843
23.0120481927711,-1.6136546184739
24.2971887550201,-1.28995983935743
24.9397590361446,-1.20642570281125
23.0120481927711,-1.24819277108434
24.136546184739,-0.611244979919679
22.2088353413655,-0.872289156626506
24.9397590361446,-1.64497991967871
23.9759036144578,-0.976706827309237
27.3493975903614,-1.00803212851406
23.4939759036145,-0.653012048192771
25.2610441767068,-0.799196787148594
23.0120481927711,0.276305220883534
22.2088353413655,-1.56144578313253
23.9759036144578,-0.68433734939759
24.136546184739,0.537349397590362
28.1526104417671,-1.47791164658635
24.2971887550201,-1.33172690763052
22.2088353413655,-0.183132530120482
24.4578313253012,-1.35261044176707
24.7791164658635,-1.10200803212851
22.3694779116466,-1.4570281124498
26.0642570281125,-0.235341365461847
25.1004016064257,-1.3004016064257
27.1887550200803,-1.23775100401606
23.9759036144578,-0.82008032128514
24.136546184739,-1.80160642570281
22.3694779116466,-1.10200803212851
23.6546184738956,-0.120481927710843
24.4578313253012,-1.3004016064257
23.9759036144578,-0.485943775100401
25.1004016064257,-0.204016064257028
25.9036144578313,-0.663453815261044
21.7269076305221,-1.27951807228916
25.1004016064257,-1.3421686746988
26.2248995983936,-0.778313253012048
24.9397590361446,-1.77028112449799
21.4056224899598,-1.06024096385542
25.5823293172691,-0.85140562248996
25.7429718875502,-1.35261044176707
24.7791164658635,-0.736546184738956
25.421686746988,-0.538152610441767
27.6706827309237,-1.63453815261044
23.0120481927711,-1.20642570281125
22.2088353413655,-1.16465863453815
24.6184738955823,-0.767871485943775
22.2088353413655,-0.71566265060241
24.4578313253012,-0.590361445783132
25.1004016064257,-0.00562248995983916
23.8152610441767,0.0570281124497996
25.5823293172691,-0.600803212851406
25.1004016064257,-1.43614457831325
23.3333333333333,-1.14377510040161
23.0120481927711,-0.746987951807229
25.421686746988,-0.736546184738956
21.8875502008032,-0.339759036144578
23.6546184738956,-0.444176706827309
23.3333333333333,0.558232931726908
26.8674698795181,-1.31084337349398
25.421686746988,-1.68674698795181
25.5823293172691,-1.93734939759036
27.1887550200803,-1.65542168674699
23.8152610441767,-0.235341365461847
22.2088353413655,-1.51967871485944
24.136546184739,-1.37349397590361
24.7791164658635,-0.559036144578313
27.0281124497992,-0.444176706827309
20.9236947791165,0.234538152610442
24.6184738955823,-0.799196787148594
24.136546184739,-0.924497991967871
25.5823293172691,-1.42570281124498
24.136546184739,-1.14377510040161
23.4939759036145,0.29718875502008
20.7630522088353,-1.03935742971888
25.9036144578313,-1.09156626506024
25.7429718875502,-0.120481927710843
23.4939759036145,-1.04979919678715
24.9397590361446,-0.527710843373494
24.6184738955823,-0.914056224899598
28.1526104417671,-1.5718875502008
23.4939759036145,-1.32128514056225
25.7429718875502,-1.32128514056225
25.7429718875502,-1.69718875502008
27.1887550200803,-0.569477911646586
26.0642570281125,-1.49879518072289
23.6546184738956,-0.423293172690763
25.9036144578313,-1.3004016064257
23.3333333333333,-1.36305220883534
23.8152610441767,-0.830522088353414
26.5461847389558,-0.381526104417671
23.0120481927711,-1.46746987951807
26.706827309237,-0.496385542168674
22.2088353413655,-0.997590361445783
23.8152610441767,-1.38393574297189
