"year","lambda","y_star"
1986,24.281124497992,23
1986,16.9686746987952,16
1986,21.1871485943775,19
1986,19.1212851405623,19
1986,12.9847389558233,8
1986,21.4570281124498,20
1986,22.6939759036145,29
1986,20.1156626506024,21
1986,21.0795180722892,20
1986,16.7951807228916,21
1986,17.8602409638554,22
1986,16.1140562248996,15
1986,25.3060240963855,23
1986,15.6690763052209,16
1986,18.4755020080321,17
1986,16.229718875502,9
1986,15.2064257028112,15
1986,18.6441767068273,18
1986,27.6080321285141,30
1986,25.2674698795181,28
1986,27.2690763052209,27
1986,20.2875502008032,19
1986,17.7253012048193,16
1986,20.1429718875502,12
1986,22.1028112449799,15
1986,19.3269076305221,11
1986,20.2506024096386,19
1986,15.633734939759,17
1986,18.0835341365462,22
1986,14.8016064257028,18
1986,17.4473895582329,12
1986,18.2859437751004,15
1986,14.9285140562249,19
1986,21.5903614457831,21
1986,13.0987951807229,17
1986,14.6827309236948,22
1986,18.6795180722892,17
1986,19.0056224899598,26
1986,18.0610441767068,22
1986,21.6883534136546,33
1986,19.8232931726908,9
1986,20.3052208835341,13
1986,18.9975903614458,16
1986,20.2377510040161,24
1986,18.2024096385542,30
1986,20.8112449799197,23
1986,17.3301204819277,13
1986,19.7461847389558,19
1986,18.9140562248996,18
1986,18.314859437751,21
1986,19.3269076305221,21
1986,21.7253012048193,20
1986,27.3269076305221,31
1986,16.2827309236948,17
1986,14.3293172690763,11
1986,19.8200803212851,22
1986,22.7598393574297,22
1986,21.2995983935743,23
1986,23.3558232931727,24
1986,16.4128514056225,18
1986,19.404016064257,15
1986,14.7983935742972,23
1986,20.3951807228916,22
1986,21.7734939759036,19
1986,19.293172690763,22
1986,21.4602409638554,13
1986,16.7566265060241,13
1986,16.9526104417671,14
1986,21.2481927710843,14
1986,20.4610441767068,19
1986,13.4056224899598,17
1986,20.6329317269076,17
1986,17.8746987951807,16
1986,18.6152610441767,17
1986,19.2096385542169,13
1986,17.8072289156627,18
1986,19.0072289156627,16
1986,16.5590361445783,15
1986,21.5020080321285,20
1986,24.9381526104418,27
1986,18.229718875502,17
1986,21.3461847389558,16
1986,16.6184738955823,17
1986,19.6273092369478,16
1986,20.9429718875502,28
1986,16.5590361445783,18
1986,20.6377510040161,14
1986,16.0096385542169,19
1986,14.0787148594377,10
1986,21.4409638554217,15
1986,15.8361445783133,12
1986,18.374297188755,15
1986,14.4064257028112,12
1986,19.4843373493976,14
1986,15.3751004016064,15
1986,18.7919678714859,22
1986,25.2080321285141,23
1986,22.0144578313253,16
1986,18.8289156626506,16
1986,19.8120481927711,13
1986,24.2265060240964,28
1986,11.0746987951807,9
1986,21.5694779116466,19
1986,22.5815261044177,23
1986,19.9164658634538,18
1986,19.2160642570281,18
1986,13.7879518072289,22
1986,15.9582329317269,12
1986,17.2385542168675,17
1986,19.94859437751,14
1986,22.4176706827309,25
1986,23.9983935742972,27
1986,15.4265060240964,17
1986,17.3751004016064,15
1986,14.2136546184739,18
1986,15.940562248996,14
1986,20.7277108433735,17
1986,20.0305220883534,20
1986,12.3518072289157,5
1986,15.795983935743,15
1986,19.0313253012048,18
1986,22.3534136546185,24
1986,19.9084337349398,26
1986,13.9598393574297,17
1986,20.6104417670683,19
1986,16.9477911646586,14
1986,22.6200803212851,26
1986,25.1453815261044,26
1986,19.9244979919679,26
1986,17.9132530120482,14
1986,18.0096385542169,18
1986,19.8008032128514,21
1986,20.8530120481928,33
1986,18.5140562248996,22
1986,17.1132530120482,23
1986,20.3244979919679,24
1986,15.9967871485944,16
1986,25.1967871485944,35
1986,21.5100401606426,15
1986,18.8305220883534,22
1986,17.4666666666667,23
1986,14.2907630522088,19
1986,16.6329317269076,11
1986,17.8795180722892,21
1986,19.9244979919679,19
1986,20.7823293172691,23
1986,20.7823293172691,14
1986,22.0979919678715,27
1986,18.3598393574297,24
1986,18.3212851405622,20
1986,16.7341365461847,17
1986,17.140562248996,18
1986,18.1044176706827,20
1986,17.3236947791165,18
1986,21.3863453815261,18
1986,22.0160642570281,18
1986,20.8979919678715,16
1986,17.5293172690763,22
1986,14.3325301204819,13
1986,20.8497991967872,17
1986,18.1863453815261,21
1986,16.7132530120482,20
1986,21.8136546184739,18
1986,15.3542168674699,24
1986,20.2072289156627,28
1986,21.1325301204819,19
1986,21.4939759036145,19
1986,18.3694779116466,19
