"quantity","value"
"alpha0_mean",24.4324497991968
"alpha0_median",24.4578313253012
"alpha0_q025",21.2449799196787
"alpha0_q975",27.5100401606426
"beta_mean",-0.907801606425703
"beta_median",-0.924497991967871
"beta_q025",-1.80160642570281
"beta_q975",0.0883534136546187
"lambda_1986_mean",18.9856401606426
"lambda_1986_median",18.7927710843373
"lambda_1986_q025",13.403734939759
"lambda_1986_q975",25.3850200803213
"y_1986_mean",18.952
"y_1986_median",18
"y_1986_q025",10
"y_1986_q975",31
